stopId1, stopId2, time
12349516,12350842,46
12349516,12351426,49
12349516,12348694,32
12349516,12350468,46
12349516,Depot,46
12343415,12351217,17
12343415,12348192,30
12343415,12349057,32
12343415,12349516,20
12343415,12351488,29
12343415,12350135,27
12343415,12345328,71
12343415,12348444,93
12343415,12350840,69
12343415,12350818,78
12343415,12350484,54
12343415,12308520,55
12343415,12349005,58
12343415,12350627,60
12343415,12349651,61
12343415,12351196,60
12343415,12349968,60
12343415,12350265,65
12343415,12351082,52
12343415,12342376,69
12343415,12349989,55
12343415,12351272,57
12343415,12351315,74
12343415,12347928,65
12343415,12351049,67
12343415,12349009,66
12343415,12351024,69
12343415,12350358,57
12343415,12351769,58
12343415,12350501,37
12343415,12348896,52
12343415,12349842,48
12343415,12350103,43
12343415,12349706,46
12343415,12337737,45
12343415,12346603,48
12343415,12350687,50
12343415,12348803,44
12343415,12350757,41
12343415,12345730,57
12343415,12348335,30
12343415,12347871,59
12343415,12350758,59
12343415,12349553,55
12343415,12350656,39
12343415,12338526,43
12343415,12348665,56
12343415,12350684,43
12343415,12347260,31
12343415,12348709,52
12343415,12332932,52
12343415,12345229,77
12343415,12350492,57
12343415,12346752,75
12343415,12349283,53
12343415,12339545,135
12343415,12350842,61
12343415,12351426,43
12343415,12348694,43
12343415,12350468,56
12343415,Depot,56
12351488,12351217,17
12351488,12348192,11
12351488,12349057,15
12351488,12349516,16
12351488,12343415,29
12351488,12350135,7
12351488,12345328,66
12351488,12348444,67
12351488,12350840,64
12351488,12350818,74
12351488,12350484,49
12351488,12308520,50
12351488,12349005,55
12351488,12350627,55
12351488,12349651,56
12351488,12351196,55
12351488,12349968,55
12351488,12350265,61
12351488,12351082,64
12351488,12342376,64
12351488,12349989,50
12351488,12351272,53
12351488,12351315,69
12351488,12347928,60
12351488,12351049,62
12351488,12349009,61
12351488,12351024,66
12351488,12350358,54
12351488,12351769,53
12351488,12350501,50
12351488,12348896,47
12351488,12349842,43
12351488,12350103,36
12351488,12349706,52
12351488,12337737,40
12351488,12346603,43
12351488,12350687,45
12351488,12348803,39
12351488,12350757,37
12351488,12345730,54
12351488,12348335,48
12351488,12347871,54
12351488,12350758,55
12351488,12349553,50
12351488,12350656,35
12351488,12338526,40
12351488,12348665,51
12351488,12350684,38
12351488,12347260,44
12351488,12348709,47
12351488,12332932,80
12351488,12345229,71
12351488,12350492,82
12351488,12346752,79
12351488,12349283,69
12351488,12339545,80
12351488,12350842,67
12351488,12351426,76
12351488,12348694,39
12351488,12350468,51
12351488,Depot,51
12350135,12351217,13
12350135,12348192,10
12350135,12349057,14
12350135,12349516,11
12350135,12343415,27
12350135,12351488,7
12350135,12345328,63
12350135,12348444,64
12350135,12350840,61
12350135,12350818,69
12350135,12350484,46
12350135,12308520,47
12350135,12349005,50
12350135,12350627,52
12350135,12349651,53
12350135,12351196,52
12350135,12349968,52
12350135,12350265,57
12350135,12351082,61
12350135,12342376,61
12350135,12349989,47
12350135,12351272,49
12350135,12351315,66
12350135,12347928,57
12350135,12351049,59
12350135,12349009,62
12350135,12351024,61
12350135,12350358,49
12350135,12351769,50
12350135,12350501,46
12350135,12348896,44
12350135,12349842,40
12350135,12350103,31
12350135,12349706,49
12350135,12337737,37
12350135,12346603,40
12350135,12350687,42
12350135,12348803,36
12350135,12350757,33
12350135,12345730,49
12350135,12348335,44
12350135,12347871,51
12350135,12350758,51
12350135,12349553,47
12350135,12350656,31
12350135,12338526,35
12350135,12348665,48
12350135,12350684,36
12350135,12347260,39
12350135,12348709,44
12350135,12332932,76
12350135,12345229,58
12350135,12350492,65
12350135,12346752,66
12350135,12349283,68
12350135,12339545,127
12350135,12350842,63
12350135,12351426,79
12350135,12348694,35
12350135,12350468,48
12350135,Depot,48
12345328,12351217,62
12345328,12348192,59
12345328,12349057,56
12345328,12349516,62
12345328,12343415,70
12345328,12351488,67
12345328,12350135,64
12345328,12348444,16
12345328,12350840,15
12345328,12350818,15
12345328,12350484,25
12345328,12308520,21
12345328,12349005,35
12345328,12350627,12
12345328,12349651,13
12345328,12351196,13
12345328,12349968,17
12345328,12350265,16
12345328,12351082,40
12345328,12342376,3
12345328,12349989,21
12345328,12351272,32
12345328,12351315,8
12345328,12347928,15
12345328,12351049,8
12345328,12349009,21
12345328,12351024,14
12345328,12350358,26
12345328,12351769,21
12345328,12350501,44
12345328,12348896,26
12345328,12349842,36
12345328,12350103,43
12345328,12349706,39
12345328,12337737,34
12345328,12346603,27
12345328,12350687,27
12345328,12348803,33
12345328,12350757,44
12345328,12345730,32
12345328,12348335,51
12345328,12347871,18
12345328,12350758,31
12345328,12349553,25
12345328,12350656,46
12345328,12338526,42
12345328,12348665,20
12345328,12350684,32
12345328,12347260,52
12345328,12348709,24
12345328,12332932,80
12345328,12345229,22
12345328,12350492,70
12345328,12346752,30
12345328,12349283,38
12345328,12339545,24
12345328,12350842,33
12345328,12351426,49
12345328,12348694,44
12345328,12350468,18
12345328,Depot,21
12348444,12351217,62
12348444,12348192,59
12348444,12349057,56
12348444,12349516,63
12348444,12343415,88
12348444,12351488,68
12348444,12350135,64
12348444,12345328,16
12348444,12350840,6
12348444,12350818,9
12348444,12350484,26
12348444,12308520,23
12348444,12349005,30
12348444,12350627,15
12348444,12349651,18
12348444,12351196,20
12348444,12349968,21
12348444,12350265,13
12348444,12351082,31
12348444,12342376,14
12348444,12349989,20
12348444,12351272,31
12348444,12351315,17
12348444,12347928,8
12348444,12351049,15
12348444,12349009,12
12348444,12351024,9
12348444,12350358,20
12348444,12351769,24
12348444,12350501,37
12348444,12348896,29
12348444,12349842,37
12348444,12350103,39
12348444,12349706,31
12348444,12337737,35
12348444,12346603,28
12348444,12350687,33
12348444,12348803,34
12348444,12350757,45
12348444,12345730,30
12348444,12348335,44
12348444,12347871,22
12348444,12350758,29
12348444,12349553,26
12348444,12350656,45
12348444,12338526,43
12348444,12348665,19
12348444,12350684,33
12348444,12347260,43
12348444,12348709,23
12348444,12332932,33
12348444,12345229,12
12348444,12350492,22
12348444,12346752,18
12348444,12349283,31
12348444,12339545,17
12348444,12350842,26
12348444,12351426,41
12348444,12348694,32
12348444,12350468,18
12348444,Depot,20
12350840,12351217,58
12350840,12348192,55
12350840,12349057,52
12350840,12349516,59
12350840,12343415,67
12350840,12351488,64
12350840,12350135,61
12350840,12345328,15
12350840,12348444,6
12350840,12350818,11
12350840,12350484,22
12350840,12308520,17
12350840,12349005,29
12350840,12350627,11
12350840,12349651,14
12350840,12351196,17
12350840,12349968,18
12350840,12350265,9
12350840,12351082,30
12350840,12342376,13
12350840,12349989,16
12350840,12351272,29
12350840,12351315,16
12350840,12347928,4
12350840,12351049,13
12350840,12349009,10
12350840,12351024,8
12350840,12350358,17
12350840,12351769,21
12350840,12350501,35
12350840,12348896,23
12350840,12349842,34
12350840,12350103,38
12350840,12349706,30
12350840,12337737,32
12350840,12346603,25
12350840,12350687,25
12350840,12348803,30
12350840,12350757,41
12350840,12345730,29
12350840,12348335,40
12350840,12347871,18
12350840,12350758,28
12350840,12349553,23
12350840,12350656,41
12350840,12338526,39
12350840,12348665,15
12350840,12350684,29
12350840,12347260,41
12350840,12348709,20
12350840,12332932,35
12350840,12345229,11
12350840,12350492,21
12350840,12346752,20
12350840,12349283,29
12350840,12339545,20
12350840,12350842,24
12350840,12351426,39
12350840,12348694,31
12350840,12350468,15
12350840,Depot,17
12350818,12351217,68
12350818,12348192,66
12350818,12349057,63
12350818,12349516,69
12350818,12343415,76
12350818,12351488,73
12350818,12350135,69
12350818,12345328,15
12350818,12348444,9
12350818,12350840,12
12350818,12350484,31
12350818,12308520,27
12350818,12349005,40
12350818,12350627,19
12350818,12349651,22
12350818,12351196,22
12350818,12349968,26
12350818,12350265,16
12350818,12351082,36
12350818,12342376,13
12350818,12349989,27
12350818,12351272,38
12350818,12351315,16
12350818,12347928,13
12350818,12351049,14
12350818,12349009,17
12350818,12351024,12
12350818,12350358,32
12350818,12351769,30
12350818,12350501,48
12350818,12348896,32
12350818,12349842,43
12350818,12350103,51
12350818,12349706,36
12350818,12337737,40
12350818,12346603,34
12350818,12350687,34
12350818,12348803,39
12350818,12350757,50
12350818,12345730,38
12350818,12348335,57
12350818,12347871,27
12350818,12350758,37
12350818,12349553,32
12350818,12350656,50
12350818,12338526,48
12350818,12348665,22
12350818,12350684,39
12350818,12347260,59
12350818,12348709,31
12350818,12332932,36
12350818,12345229,17
12350818,12350492,24
12350818,12346752,19
12350818,12349283,36
12350818,12339545,13
12350818,12350842,31
12350818,12351426,50
12350818,12348694,46
12350818,12350468,21
12350818,Depot,23
12350484,12351217,44
12350484,12348192,43
12350484,12349057,39
12350484,12349516,45
12350484,12343415,53
12350484,12351488,50
12350484,12350135,47
12350484,12345328,24
12350484,12348444,25
12350484,12350840,22
12350484,12350818,30
12350484,12308520,8
12350484,12349005,17
12350484,12350627,14
12350484,12349651,14
12350484,12351196,13
12350484,12349968,12
12350484,12350265,16
12350484,12351082,23
12350484,12342376,22
12350484,12349989,8
12350484,12351272,14
12350484,12351315,21
12350484,12347928,19
12350484,12351049,20
12350484,12349009,20
12350484,12351024,22
12350484,12350358,10
12350484,12351769,8
12350484,12350501,28
12350484,12348896,9
12350484,12349842,20
12350484,12350103,26
12350484,12349706,22
12350484,12337737,18
12350484,12346603,11
12350484,12350687,10
12350484,12348803,16
12350484,12350757,27
12350484,12345730,14
12350484,12348335,43
12350484,12347871,9
12350484,12350758,13
12350484,12349553,5
12350484,12350656,27
12350484,12338526,25
12350484,12348665,9
12350484,12350684,15
12350484,12347260,45
12350484,12348709,7
12350484,12332932,40
12350484,12345229,30
12350484,12350492,38
12350484,12346752,38
12350484,12349283,28
12350484,12339545,41
12350484,12350842,25
12350484,12351426,32
12350484,12348694,23
12350484,12350468,9
12350484,Depot,9
12308520,12351217,45
12308520,12348192,43
12308520,12349057,40
12308520,12349516,46
12308520,12343415,53
12308520,12351488,51
12308520,12350135,47
12308520,12345328,21
12308520,12348444,22
12308520,12350840,17
12308520,12350818,28
12308520,12350484,8
12308520,12349005,16
12308520,12350627,10
12308520,12349651,11
12308520,12351196,10
12308520,12349968,10
12308520,12350265,9
12308520,12351082,23
12308520,12342376,19
12308520,12349989,2
12308520,12351272,13
12308520,12351315,16
12308520,12347928,14
12308520,12351049,17
12308520,12349009,14
12308520,12351024,17
12308520,12350358,5
12308520,12351769,10
12308520,12350501,27
12308520,12348896,8
12308520,12349842,20
12308520,12350103,27
12308520,12349706,21
12308520,12337737,18
12308520,12346603,11
12308520,12350687,9
12308520,12348803,16
12308520,12350757,27
12308520,12345730,13
12308520,12348335,44
12308520,12347871,8
12308520,12350758,12
12308520,12349553,9
12308520,12350656,27
12308520,12338526,26
12308520,12348665,3
12308520,12350684,16
12308520,12347260,44
12308520,12348709,5
12308520,12332932,36
12308520,12345229,24
12308520,12350492,33
12308520,12346752,32
12308520,12349283,28
12308520,12339545,34
12308520,12350842,23
12308520,12351426,32
12308520,12348694,22
12308520,12350468,4
12308520,Depot,4
12349005,12351217,42
12349005,12348192,46
12349005,12349057,42
12349005,12349516,43
12349005,12343415,56
12349005,12351488,53
12349005,12350135,50
12349005,12345328,34
12349005,12348444,31
12349005,12350840,29
12349005,12350818,41
12349005,12350484,16
12349005,12308520,15
12349005,12350627,23
12349005,12349651,24
12349005,12351196,23
12349005,12349968,23
12349005,12350265,22
12349005,12351082,17
12349005,12342376,32
12349005,12349989,14
12349005,12351272,3
12349005,12351315,28
12349005,12347928,26
12349005,12351049,29
12349005,12349009,21
12349005,12351024,30
12349005,12350358,12
12349005,12351769,20
12349005,12350501,24
12349005,12348896,8
12349005,12349842,13
12349005,12350103,16
12349005,12349706,8
12349005,12337737,18
12349005,12346603,12
12349005,12350687,10
12349005,12348803,16
12349005,12350757,32
12349005,12345730,2
12349005,12348335,26
12349005,12347871,22
12349005,12350758,5
12349005,12349553,17
12349005,12350656,35
12349005,12338526,30
12349005,12348665,16
12349005,12350684,15
12349005,12347260,27
12349005,12348709,11
12349005,12332932,37
12349005,12345229,27
12349005,12350492,35
12349005,12346752,35
12349005,12349283,23
12349005,12339545,40
12349005,12350842,21
12349005,12351426,31
12349005,12348694,10
12349005,12350468,17
12349005,Depot,17
12350627,12351217,51
12350627,12348192,49
12350627,12349057,46
12350627,12349516,52
12350627,12343415,59
12350627,12351488,57
12350627,12350135,53
12350627,12345328,12
12350627,12348444,14
12350627,12350840,11
12350627,12350818,19
12350627,12350484,14
12350627,12308520,10
12350627,12349005,24
12350627,12349651,5
12350627,12351196,8
12350627,12349968,10
12350627,12350265,8
12350627,12351082,30
12350627,12342376,10
12350627,12349989,10
12350627,12351272,21
12350627,12351315,7
12350627,12347928,8
12350627,12351049,8
12350627,12349009,11
12350627,12351024,11
12350627,12350358,16
12350627,12351769,13
12350627,12350501,34
12350627,12348896,15
12350627,12349842,26
12350627,12350103,33
12350627,12349706,28
12350627,12337737,24
12350627,12346603,17
12350627,12350687,17
12350627,12348803,23
12350627,12350757,33
12350627,12345730,22
12350627,12348335,42
12350627,12347871,11
12350627,12350758,21
12350627,12349553,17
12350627,12350656,33
12350627,12338526,32
12350627,12348665,10
12350627,12350684,22
12350627,12347260,41
12350627,12348709,14
12350627,12332932,44
12350627,12345229,18
12350627,12350492,30
12350627,12346752,27
12350627,12349283,34
12350627,12339545,27
12350627,12350842,24
12350627,12351426,38
12350627,12348694,32
12350627,12350468,9
12350627,Depot,11
12349651,12351217,51
12349651,12348192,50
12349651,12349057,46
12349651,12349516,52
12349651,12343415,60
12349651,12351488,57
12349651,12350135,54
12349651,12345328,13
12349651,12348444,18
12349651,12350840,14
12349651,12350818,22
12349651,12350484,15
12349651,12308520,11
12349651,12349005,24
12349651,12350627,5
12349651,12351196,4
12349651,12349968,7
12349651,12350265,9
12349651,12351082,30
12349651,12342376,11
12349651,12349989,10
12349651,12351272,22
12349651,12351315,7
12349651,12347928,11
12349651,12351049,9
12349651,12349009,14
12349651,12351024,15
12349651,12350358,17
12349651,12351769,10
12349651,12350501,34
12349651,12348896,16
12349651,12349842,27
12349651,12350103,33
12349651,12349706,36
12349651,12337737,25
12349651,12346603,18
12349651,12350687,18
12349651,12348803,23
12349651,12350757,34
12349651,12345730,22
12349651,12348335,50
12349651,12347871,7
12349651,12350758,22
12349651,12349553,14
12349651,12350656,37
12349651,12338526,32
12349651,12348665,11
12349651,12350684,22
12349651,12347260,51
12349651,12348709,15
12349651,12332932,46
12349651,12345229,21
12349651,12350492,36
12349651,12346752,31
12349651,12349283,34
12349651,12339545,30
12349651,12350842,32
12349651,12351426,39
12349651,12348694,30
12349651,12350468,10
12349651,Depot,11
12351196,12351217,50
12351196,12348192,49
12351196,12349057,45
12351196,12349516,51
12351196,12343415,59
12351196,12351488,56
12351196,12350135,53
12351196,12345328,13
12351196,12348444,20
12351196,12350840,17
12351196,12350818,22
12351196,12350484,14
12351196,12308520,10
12351196,12349005,23
12351196,12350627,8
12351196,12349651,4
12351196,12349968,4
12351196,12350265,11
12351196,12351082,29
12351196,12342376,11
12351196,12349989,9
12351196,12351272,20
12351196,12351315,8
12351196,12347928,14
12351196,12351049,10
12351196,12349009,16
12351196,12351024,17
12351196,12350358,16
12351196,12351769,9
12351196,12350501,33
12351196,12348896,15
12351196,12349842,26
12351196,12350103,32
12351196,12349706,35
12351196,12337737,30
12351196,12346603,17
12351196,12350687,16
12351196,12348803,29
12351196,12350757,40
12351196,12345730,21
12351196,12348335,49
12351196,12347871,6
12351196,12350758,20
12351196,12349553,13
12351196,12350656,40
12351196,12338526,42
12351196,12348665,10
12351196,12350684,21
12351196,12347260,50
12351196,12348709,13
12351196,12332932,45
12351196,12345229,24
12351196,12350492,36
12351196,12346752,33
12351196,12349283,33
12351196,12339545,33
12351196,12350842,31
12351196,12351426,38
12351196,12348694,33
12351196,12350468,9
12351196,Depot,10
12349968,12351217,50
12349968,12348192,49
12349968,12349057,46
12349968,12349516,52
12349968,12343415,59
12349968,12351488,57
12349968,12350135,53
12349968,12345328,17
12349968,12348444,21
12349968,12350840,18
12349968,12350818,26
12349968,12350484,13
12349968,12308520,10
12349968,12349005,24
12349968,12350627,10
12349968,12349651,7
12349968,12351196,4
12349968,12350265,12
12349968,12351082,29
12349968,12342376,15
12349968,12349989,10
12349968,12351272,21
12349968,12351315,12
12349968,12347928,14
12349968,12351049,14
12349968,12349009,17
12349968,12351024,18
12349968,12350358,16
12349968,12351769,6
12349968,12350501,33
12349968,12348896,15
12349968,12349842,26
12349968,12350103,33
12349968,12349706,30
12349968,12337737,24
12349968,12346603,17
12349968,12350687,17
12349968,12348803,22
12349968,12350757,33
12349968,12345730,21
12349968,12348335,49
12349968,12347871,4
12349968,12350758,21
12349968,12349553,10
12349968,12350656,36
12349968,12338526,32
12349968,12348665,10
12349968,12350684,22
12349968,12347260,50
12349968,12348709,14
12349968,12332932,45
12349968,12345229,24
12349968,12350492,37
12349968,12346752,34
12349968,12349283,33
12349968,12339545,33
12349968,12350842,31
12349968,12351426,38
12349968,12348694,30
12349968,12350468,9
12349968,Depot,11
12350265,12351217,55
12350265,12348192,52
12350265,12349057,48
12350265,12349516,56
12350265,12343415,63
12350265,12351488,60
12350265,12350135,57
12350265,12345328,16
12350265,12348444,13
12350265,12350840,9
12350265,12350818,16
12350265,12350484,16
12350265,12308520,9
12350265,12349005,22
12350265,12350627,8
12350265,12349651,9
12350265,12351196,11
12350265,12349968,12
12350265,12351082,24
12350265,12342376,14
12350265,12349989,8
12350265,12351272,16
12350265,12351315,13
12350265,12347928,6
12350265,12351049,12
12350265,12349009,7
12350265,12351024,10
12350265,12350358,8
12350265,12351769,15
12350265,12350501,38
12350265,12348896,15
12350265,12349842,28
12350265,12350103,32
12350265,12349706,23
12350265,12337737,26
12350265,12346603,19
12350265,12350687,19
12350265,12348803,24
12350265,12350757,35
12350265,12345730,17
12350265,12348335,46
12350265,12347871,13
12350265,12350758,20
12350265,12349553,17
12350265,12350656,35
12350265,12338526,34
12350265,12348665,7
12350265,12350684,24
12350265,12347260,38
12350265,12348709,12
12350265,12332932,35
12350265,12345229,16
12350265,12350492,24
12350265,12346752,24
12350265,12349283,35
12350265,12339545,25
12350265,12350842,18
12350265,12351426,34
12350265,12348694,34
12350265,12350468,7
12350265,Depot,10
12351082,12351217,39
12351082,12348192,45
12351082,12349057,54
12351082,12349516,40
12351082,12343415,52
12351082,12351488,65
12351082,12350135,61
12351082,12345328,41
12351082,12348444,31
12351082,12350840,30
12351082,12350818,36
12351082,12350484,24
12351082,12308520,23
12351082,12349005,16
12351082,12350627,30
12351082,12349651,30
12351082,12351196,29
12351082,12349968,29
12351082,12350265,24
12351082,12342376,38
12351082,12349989,22
12351082,12351272,17
12351082,12351315,35
12351082,12347928,28
12351082,12351049,35
12351082,12349009,22
12351082,12351024,32
12351082,12350358,19
12351082,12351769,27
12351082,12350501,17
12351082,12348896,17
12351082,12349842,25
12351082,12350103,26
12351082,12349706,14
12351082,12337737,31
12351082,12346603,24
12351082,12350687,21
12351082,12348803,30
12351082,12350757,41
12351082,12345730,16
12351082,12348335,21
12351082,12347871,28
12351082,12350758,15
12351082,12349553,24
12351082,12350656,44
12351082,12338526,40
12351082,12348665,24
12351082,12350684,26
12351082,12347260,22
12351082,12348709,21
12351082,12332932,31
12351082,12345229,28
12351082,12350492,30
12351082,12346752,36
12351082,12349283,17
12351082,12339545,41
12351082,12350842,15
12351082,12351426,24
12351082,12348694,19
12351082,12350468,24
12351082,Depot,26
12342376,12351217,59
12342376,12348192,57
12342376,12349057,54
12342376,12349516,60
12342376,12343415,68
12342376,12351488,65
12342376,12350135,62
12342376,12345328,3
12342376,12348444,14
12342376,12350840,13
12342376,12350818,13
12342376,12350484,24
12342376,12308520,19
12342376,12349005,32
12342376,12350627,10
12342376,12349651,11
12342376,12351196,11
12342376,12349968,15
12342376,12350265,14
12342376,12351082,38
12342376,12349989,19
12342376,12351272,29
12342376,12351315,6
12342376,12347928,13
12342376,12351049,6
12342376,12349009,19
12342376,12351024,12
12342376,12350358,24
12342376,12351769,19
12342376,12350501,42
12342376,12348896,24
12342376,12349842,34
12342376,12350103,41
12342376,12349706,37
12342376,12337737,36
12342376,12346603,29
12342376,12350687,25
12342376,12348803,53
12342376,12350757,46
12342376,12345730,30
12342376,12348335,49
12342376,12347871,16
12342376,12350758,29
12342376,12349553,23
12342376,12350656,48
12342376,12338526,44
12342376,12348665,18
12342376,12350684,34
12342376,12347260,50
12342376,12348709,22
12342376,12332932,54
12342376,12345229,20
12342376,12350492,40
12342376,12346752,34
12342376,12349283,42
12342376,12339545,23
12342376,12350842,31
12342376,12351426,47
12342376,12348694,42
12342376,12350468,16
12342376,Depot,19
12349989,12351217,44
12349989,12348192,43
12349989,12349057,39
12349989,12349516,45
12349989,12343415,53
12349989,12351488,50
12349989,12350135,47
12349989,12345328,20
12349989,12348444,19
12349989,12350840,16
12349989,12350818,27
12349989,12350484,8
12349989,12308520,2
12349989,12349005,15
12349989,12350627,10
12349989,12349651,11
12349989,12351196,10
12349989,12349968,10
12349989,12350265,8
12349989,12351082,22
12349989,12342376,18
12349989,12351272,12
12349989,12351315,16
12349989,12347928,13
12349989,12351049,16
12349989,12349009,12
12349989,12351024,16
12349989,12350358,4
12349989,12351769,9
12349989,12350501,27
12349989,12348896,8
12349989,12349842,20
12349989,12350103,26
12349989,12349706,20
12349989,12337737,18
12349989,12346603,11
12349989,12350687,9
12349989,12348803,16
12349989,12350757,27
12349989,12345730,12
12349989,12348335,43
12349989,12347871,7
12349989,12350758,11
12349989,12349553,9
12349989,12350656,27
12349989,12338526,25
12349989,12348665,2
12349989,12350684,15
12349989,12347260,44
12349989,12348709,5
12349989,12332932,34
12349989,12345229,22
12349989,12350492,30
12349989,12346752,29
12349989,12349283,27
12349989,12339545,33
12349989,12350842,20
12349989,12351426,32
12349989,12348694,21
12349989,12350468,4
12349989,Depot,3
12351272,12351217,46
12351272,12348192,44
12351272,12349057,41
12351272,12349516,47
12351272,12343415,54
12351272,12351488,52
12351272,12350135,48
12351272,12345328,32
12351272,12348444,31
12351272,12350840,30
12351272,12350818,38
12351272,12350484,14
12351272,12308520,13
12351272,12349005,3
12351272,12350627,21
12351272,12349651,22
12351272,12351196,21
12351272,12349968,21
12351272,12350265,16
12351272,12351082,17
12351272,12342376,29
12351272,12349989,12
12351272,12351315,34
12351272,12347928,26
12351272,12351049,27
12351272,12349009,19
12351272,12351024,29
12351272,12350358,9
12351272,12351769,18
12351272,12350501,26
12351272,12348896,5
12351272,12349842,13
12351272,12350103,18
12351272,12349706,11
12351272,12337737,17
12351272,12346603,9
12351272,12350687,7
12351272,12348803,16
12351272,12350757,27
12351272,12345730,2
12351272,12348335,28
12351272,12347871,20
12351272,12350758,3
12351272,12349553,14
12351272,12350656,29
12351272,12338526,25
12351272,12348665,14
12351272,12350684,14
12351272,12347260,30
12351272,12348709,9
12351272,12332932,37
12351272,12345229,28
12351272,12350492,35
12351272,12346752,36
